INSTNM,CITY,STABBR,PREDDEG,CONTROL,LOCALE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,NPT4_PUB,NPT4_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,md_earn_wne_p10,gt_25k_p6
Everest College-Phoenix,Phoenix,AZ,2,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2761,0.389,0.3158,0.1268,0.0058,0.0283,0.0076,0.0391,0.0004,0.0873,0.4611,NULL,20126,0.8264,NULL,NULL,1,NULL,0.7408,0.67,9500,105.469475,0.230348837,0.332974973,NULL,28300,0.462532312
Collins College,Phoenix,AZ,3,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,254,0.3465,0.0827,0.1614,0.0079,0.0276,0.0118,0.0236,0,0.3386,0.189,NULL,NULL,0.7475,NULL,NULL,NULL,NULL,0.9203,0.4764,42103,467.4296112,0.366061163,0.379182391,NULL,25200,0.407689393
Empire Beauty School-Paradise Valley,Phoenix,AZ,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,43,0.6047,0.0698,0.1628,0,0.0465,0.0465,0.0233,0,0.0465,0.2093,NULL,12328,0.6598,NULL,0.68,NULL,0.75,0.6598,0.4651,9522,105.7137201,0.473684211,NULL,0.640803883,19300,0.271186441
Empire Beauty School-Tucson,Tucson,AZ,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,175,0.2343,0.1029,0.5657,0.0114,0.0629,0,0.0171,0,0.0057,0.2,NULL,13660,0.7843,NULL,0.7273,NULL,0.5833,0.7386,0.4229,9046.5,100.4346953,0.386120996,NULL,0.532135321,16400,0.322147638
Thunderbird School of Global Management,Glendale,AZ,1,2,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,1,0,0,0,0,0,0,0,0,1,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,PrivacySuppressed,0.850000024
Global MBA Latin American Managers Program Satellite Campus,Doral,FL,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL
American Indian College of the Assemblies of God Inc,Phoenix,AZ,3,2,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,77,0.0649,0.1169,0.1948,0,0.5584,0.0649,0,0,0,0.1169,NULL,12580,0.7945,0.6667,NULL,NULL,NULL,0.6986,0.4684,PrivacySuppressed,PrivacySuppressed,0.46875,0.51063617,NULL,PrivacySuppressed,PrivacySuppressed
American Institute of Technology,Phoenix,AZ,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,278,0.5144,0.241,0.1331,0.0144,0.0072,0.0216,0,0,0.0683,0,NULL,19019,0.4933,NULL,NULL,NULL,NULL,0.7451,0.9137,6215,68.99924075,0.554477283,NULL,0.794524109,30700,0.547263682
Carrington College-Phoenix,Phoenix,AZ,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,676,0.2618,0.0784,0.5429,0.0044,0.0799,0.0059,0.0118,0,0.0148,0,NULL,20501,0.7255,NULL,NULL,NULL,NULL,0.6062,0.2722,9500,105.469475,0.475178297,0.647021648,NULL,26200,0.432048112
Carrington College-Mesa,Mesa,AZ,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,691,0.4486,0.0463,0.3343,0.026,0.1172,0.0072,0.0072,0,0.013,0.097,NULL,22169,0.7296,NULL,0.7179,NULL,NULL,0.5289,0.4588,9500,105.469475,0.475178297,NULL,0.671635807,26200,0.432048112
Carrington College-Tucson,Tucson,AZ,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,440,0.2614,0.0364,0.6136,0.0023,0.0477,0.0045,0.0136,0,0.0205,0.0068,NULL,21229,0.6507,NULL,0.7273,NULL,NULL,0.5356,0.3568,9500,105.469475,0.475178297,NULL,0.633205019,26200,0.432048112
College America-Flagstaff,Flagstaff,AZ,2,2,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,209,0.2727,0.0144,0.1053,0,0.6029,0,0.0048,0,0,0,NULL,20877,0.8431,0.6522,NULL,NULL,NULL,0.9569,0.6651,25667.5,284.9618684,0.152317881,0.4667,NULL,PrivacySuppressed,0.338762224
Arizona Academy of Beauty-East,Tucson,AZ,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,47,0.383,0.0213,0.4894,0.0213,0.0213,0,0.0638,0,0,0,NULL,12938,0.575,NULL,1,NULL,NULL,0.475,0.4894,5975,66.33474875,0.278481013,NULL,0.585395122,17600,0.188679248
Arizona Automotive Institute,Glendale,AZ,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,505,0.3723,0.1129,0.3149,0.0079,0.1505,0.002,0.002,0,0.0376,0,NULL,28404,0.7742,NULL,0.5846,NULL,NULL,0.7971,0.6,13000,144.32665,0.154288703,NULL,0.643696916,33900,0.488662124
Brookline College-Phoenix,Phoenix,AZ,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,828,0.3249,0.2077,0.2512,0.0193,0.0797,0.0048,0.0145,0.0229,0.0749,0,NULL,25566,0.6609,0.4471,NULL,NULL,NULL,0.6346,0.6389,9500,105.469475,0.229979879,0.511348571,NULL,22300,0.321246445
Arizona State University-Tempe,Tempe,AZ,3,1,12,560,585,NULL,25,25,26,NULL,1145,0,38480,0.5755,0.0398,0.1853,0.0677,0.0136,0.0025,0.0376,0.0715,0.0066,0.0943,11480,NULL,0.3376,0.844,NULL,0.4038,NULL,0.4784,0.1414,20375,226.2042688,0.802837511,0.580479231,NULL,45200,0.717780054
Arizona Western College,Yuma,AZ,1,1,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,7442,0.1892,0.0325,0.6517,0.0106,0.0114,0.0035,0.0008,0.072,0.0282,0.6318,9095,NULL,0.5803,NULL,0.6249,NULL,0.4085,0.0554,0.3166,6000,66.6123,0.477477477,NULL,0.197488041,25600,0.395483196
University of Arizona,Tucson,AZ,3,1,11,542,565,535,24,NULL,NULL,NULL,1106,0,31399,0.5464,0.0333,0.2444,0.0561,0.0106,0.0021,0.0417,0.055,0.0104,0.099,13617,NULL,0.3265,0.8148,NULL,0.5874,NULL,0.3962,0.091,19000,210.93895,0.832651333,0.613370272,NULL,44400,0.671784282
Southwest University of Visual Arts-Tucson,Tucson,AZ,3,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,216,0.5324,0.0648,0.287,0.0093,0.0509,0,0,0,0.0556,0.4167,NULL,46298,0.5308,0.8462,NULL,0.6364,NULL,0.6777,0.8657,PrivacySuppressed,PrivacySuppressed,0.463087248,0.8333,NULL,27500,0.463114768
Brillare Hairdressing Academy,Scottsdale,AZ,1,3,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,226,0.6637,0.0531,0.1858,0.0044,0.0133,0.0133,0.0531,0,0.0133,0.4292,NULL,13635,0.5724,NULL,0.6809,NULL,0.6154,0.633,0.3938,11789,130.8820675,0.692771084,NULL,0.740924091,19900,0.394849777
Central Arizona College,Coolidge,AZ,2,1,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,5462,0.4713,0.0751,0.2697,0.0157,0.048,0.0048,0.0368,0.0029,0.0758,0.6335,4310,NULL,0.4644,NULL,0.4932,NULL,0.2576,0.1783,0.4518,10500,116.571525,0.473537604,NULL,0.28943183,28700,0.447129905
Brown Mackie College-Tucson,Tucson,AZ,2,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,684,0.3596,0.1228,0.4137,0.0175,0.0658,0.0029,0,0,0.0175,0,NULL,19957,0.8355,0,NULL,NULL,NULL,0.7398,0.652,21599,239.793178,0.289359316,0.2973,NULL,25200,0.501259446
Charles of Italy Beauty College,Lake Havasu City,AZ,1,3,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,83,0.7952,0.0843,0.1205,0,0,0,0,0,0,0,NULL,10819,0.6291,NULL,0.9342,NULL,NULL,0.5828,0.4819,7389,82.03304745,0.424,NULL,0.674825153,16500,0.200000003
Cochise College,Douglas,AZ,2,1,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,3787,0.4212,0.0562,0.4423,0.0172,0.0074,0.0063,0.0232,0.004,0.0222,0.5862,5017,NULL,0.308,NULL,0.5598,NULL,0.3725,0.0706,0.4534,8468,94.0121594,0.602184087,NULL,0.238097235,31200,0.447132617
Empire Beauty School-Flagstaff,Flagstaff,AZ,1,3,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,53,0.4906,0,0.1698,0,0.1698,0,0.1698,0,0,0,NULL,12798,0.7474,NULL,0.7308,NULL,NULL,0.6947,0.3208,8167,90.67044235,0.541509434,NULL,0.500002174,16900,0.308743179
Empire Beauty School-Chandler,Chandler,AZ,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,113,0.3009,0.2655,0.3009,0.0088,0.0885,0,0.0177,0,0.0177,0.2389,NULL,12513,0.7113,NULL,0.6429,NULL,0.6667,0.6753,0.469,8167,90.67044235,0.541509434,NULL,0.593117241,16900,0.308743179
Cortiva Institute-Tucson,Tucson,AZ,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,143,0.5664,0.049,0.3427,0.021,0,0.007,0,0,0.014,0.3287,NULL,19534,0.7105,NULL,0.8421,NULL,0.8261,0.8816,0.5664,7875,87.42864375,0.696113074,NULL,0.854886275,21800,0.374045789
Avalon School of Cosmetology-Mesa,Mesa,AZ,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,273,0.5238,0.1062,0.2784,0.0073,0.0183,0.0183,0.0037,0,0.044,0.3516,NULL,11591,0.7927,NULL,0.855,NULL,0.6667,0.7927,0.293,12907,143.2941594,0.517374517,NULL,0.778434091,17900,0.292817682
Eastern Arizona College,Thatcher,AZ,1,1,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,4812,0.6025,0.0426,0.1989,0.0114,0.0829,0.0042,0.0106,0.0064,0.0405,0.6002,534,NULL,0.1975,NULL,0.5412,NULL,0.4631,0,0.5279,PrivacySuppressed,PrivacySuppressed,NULL,NULL,0.27654453,27800,0.438297868
Embry-Riddle Aeronautical University-Prescott,Prescott,AZ,3,2,41,565,595,545,26,26,27,NULL,1171,0,1802,0.6016,0.0172,0.0755,0.0494,0.0055,0.0061,0.076,0.0855,0.0832,0.0638,NULL,35470,0.2884,0.828,NULL,0,NULL,0.5596,0.1166,26000,288.6533,0.865240345,0.571098753,NULL,60900,0.773428679
Frank Lloyd Wright School of Architecture,Scottsdale,AZ,3,2,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,0.5,0,0,0,0,0,0,0.5,0,0,NULL,NULL,0.3333,NULL,NULL,NULL,NULL,0.3333,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL
Glendale Community College,Glendale,AZ,1,1,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,16623,0.4524,0.0771,0.3214,0.0413,0.0179,0.0034,0.0208,0.0158,0.0501,0.6083,7763,NULL,0.3814,NULL,0.5945,NULL,0.3965,0.1951,0.3324,PrivacySuppressed,PrivacySuppressed,0.55743349,NULL,0.191105333,33300,0.564144731
Grand Canyon University,Phoenix,AZ,3,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,34643,0.4427,0.2075,0.1452,0.0437,0.009,0.0046,0.0252,0.0001,0.122,0.7698,NULL,28309,0.5262,0.5878,NULL,0.2695,NULL,0.6248,0.664,18750,208.1634375,0.399403398,0.307268156,NULL,45200,0.732954562
Anthem College-Phoenix,Phoenix,AZ,2,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2238,0.4303,0.269,0.1649,0.0125,0.0478,0.0004,0.0277,0,0.0474,0,NULL,28541,0.7791,0.875,NULL,NULL,NULL,0.8631,0.6997,14024,155.6951492,0.510501879,0.547663019,NULL,29500,0.467202514
International Academy of Hair Design,Mesa,AZ,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,210,0.3667,0.1571,0.3857,0.0095,0.0286,0.0048,0.0286,0,0.019,0,NULL,15463,0.7182,NULL,0.6349,NULL,NULL,0.7656,0.3905,11833,131.3705577,0.583333333,NULL,0.660690746,20100,0.303030312
Kaplan College-Phoenix,Phoenix,AZ,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,93,0.5376,0.0215,0.3656,0.0108,0.043,0,0,0,0.0215,0,NULL,17360,0.5151,NULL,0.7778,NULL,NULL,0.5452,0.5806,12594,139.8192177,0.420224719,NULL,0.5861147,26300,0.518518507
GateWay Community College,Phoenix,AZ,1,1,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,5653,0.3807,0.1206,0.3004,0.0343,0.0463,0.0016,0.0103,0.0193,0.0865,0.772,8106,NULL,0.3374,NULL,0.5534,NULL,0.402,0.242,0.5832,6946,77.1148393,0.585662759,NULL,0.215044,29800,0.590909064
Mesa Community College,Mesa,AZ,1,1,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,20120,0.5103,0.0702,0.2252,0.0395,0.0394,0.0045,0.0173,0.0176,0.0759,0.6501,8868,NULL,0.3726,NULL,0.5631,NULL,0.3464,0.2546,0.401,PrivacySuppressed,PrivacySuppressed,0.520622968,NULL,0.16698929,36000,0.554967523
ITT Technical Institute-Tucson,Tucson,AZ,2,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,409,0.4034,0.0538,0.3716,0.0171,0.0733,0.0049,0.0391,0,0.0367,0.2543,NULL,22313,0.7304,NULL,NULL,NULL,NULL,0.7674,0.7457,25833.5,286.8048087,0.394119686,0.198269828,NULL,38400,0.591855824
ITT Technical Institute-Tempe,Tempe,AZ,2,3,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,498,0.4518,0.1044,0.2309,0.0281,0.1305,0,0.0301,0,0.0241,0.2129,NULL,22617,0.68,0,NULL,0,NULL,0.7983,0.7048,25833.5,286.8048087,0.394119686,0.29525619,NULL,38400,0.591855824
Mohave Community College,Kingman,AZ,1,1,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,4759,0.7375,0.0116,0.1769,0.0137,0.0212,0.0069,0.0177,0,0.0145,0.713,11346,NULL,0.4772,NULL,0.5286,NULL,0.4423,0.2421,0.4639,13250,147.1021625,0.381893861,NULL,0.29601087,26700,0.414420962
Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,Phoenix,AZ,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2049,0.7213,0.0351,0.0918,0.0024,0.0288,0.0073,0.06,0.0005,0.0527,0,NULL,19523,0.4818,NULL,0.7932,NULL,NULL,0.6593,0.571,18481,205.1769861,0.591099916,NULL,0.69143442,33800,0.613763154
Dine College,Tsaile,AZ,2,1,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1402,0.0036,0,0.0007,0.0029,0.9929,0,0,0,0,0.3552,8382,NULL,0.8223,0.8,NULL,NULL,NULL,0,0.4468,NULL,NULL,NULL,0.036441296,NULL,22500,0.282178223
Northern Arizona University,Flagstaff,AZ,3,1,13,525,525,505,23,22,23,7,1050,0,22011,0.628,0.0325,0.1925,0.016,0.031,0.0034,0.0478,0.0424,0.0063,0.1561,15011,NULL,0.3778,0.7178,NULL,0.4381,NULL,0.5571,0.1989,21450,238.1389725,0.760114231,0.491979379,NULL,38800,0.65242964
Northland Pioneer College,Holbrook,AZ,1,1,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1641,0.468,0.0055,0.0713,0.0085,0.3943,0.0018,0.0079,0,0.0427,0.7313,9172,NULL,0.2942,NULL,0.2644,NULL,0.28,0,0.3944,NULL,NULL,NULL,NULL,0.153496744,22100,0.359026372
Ottawa University-Phoenix,Phoenix,AZ,3,2,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,335,0.3881,0.0955,0.1373,0.009,0.0209,0,0.003,0,0.3463,0.994,NULL,NULL,0.5982,NULL,NULL,0.25,NULL,0.7946,0.8841,25000,277.55125,0.724907063,NULL,NULL,40700,0.730100632
Phoenix College,Phoenix,AZ,1,1,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,10234,0.2753,0.1256,0.4205,0.0341,0.0298,0.0019,0.0139,0.0044,0.0947,0.6956,8091,NULL,0.4733,NULL,0.6033,NULL,0.3367,0.2878,0.504,11373,126.2636147,0.465587045,NULL,0.220256784,32500,0.512152016
Cortiva Institute-Scottsdale,Scottsdale,AZ,1,3,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,87,0.5977,0.046,0.1494,0.0115,0.0345,0,0.0115,0,0.1494,0.4483,NULL,15318,0.5497,NULL,NULL,NULL,NULL,0.8079,0.6207,7917,87.89492985,0.73828125,NULL,0.720946512,25400,0.434065938
University of Phoenix-Phoenix Campus,Tempe,AZ,3,3,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,3044,0.3292,0.0818,0.1961,0.0112,0.0115,0.0072,0.0207,0.0181,0.3242,0,NULL,18899,0.5242,0.4605,NULL,NULL,NULL,0.6171,0.8477,35500,394.122775,0.406534043,0.154078248,NULL,53400,0.705231071
Pima Community College,Tucson,AZ,1,1,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,26600,0.4269,0.0468,0.4159,0.0291,0.0239,0.0032,0.0315,0.0087,0.0141,0.608,2759,NULL,0.3268,NULL,0.6071,NULL,0.3685,0.1599,0.4215,9500,105.469475,0.530150309,NULL,0.116829346,30100,0.473968387
Pima Medical Institute-Tucson,Tucson,AZ,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1726,0.4334,0.0603,0.3917,0.0429,0.0139,0.0064,0.0365,0.0023,0.0127,0,NULL,16972,0.4898,0.8056,NULL,NULL,NULL,0.6147,0.6153,9498,105.4472709,0.614709852,0.657440957,NULL,27600,0.512696266
Pima Medical Institute-Albuquerque,Albuquerque,NM,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,930,0.2398,0.0204,0.5161,0.0129,0.143,0,0.0226,0,0.0452,0,NULL,15231,0.6183,NULL,0.7288,NULL,NULL,0.7193,0.5387,9498,105.4472709,0.614709852,NULL,0.61872547,27600,0.512696266
Prescott College,Prescott,AZ,3,2,13,560,510,535,26,26,23,NULL,1094,0,540,0.7296,0.0148,0.0574,0.0111,0.0204,0,0.0389,0.0111,0.1167,0.187,NULL,23432,0.4547,0.7344,NULL,NULL,NULL,0.6478,0.3817,25000,277.55125,0.815551537,0.4079808,NULL,35200,0.538922131
Refrigeration School Inc,Phoenix,AZ,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,621,0.4267,0.0741,0.2512,0.0097,0.0596,0.0048,0.0451,0.0016,0.1272,0,NULL,20099,0.6453,NULL,0.6938,NULL,NULL,0.6808,0.752,12708,141.0848514,0.613585746,NULL,0.683288571,37700,0.673040152
Rio Salado College,Tempe,AZ,1,1,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,10217,0.5498,0.1313,0.1929,0.0207,0.0174,0.0016,0.0207,0.0013,0.0644,0.8054,8214,NULL,0.2559,NULL,0.1925,NULL,0.1634,0.2366,0.4699,15000,166.53075,0.368596739,NULL,0.226256983,36600,0.650096536
Roberto-Venn School of Luthiery,Phoenix,AZ,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,39,0.8462,0,0.0769,0.0256,0,0.0513,0,0,0,0,NULL,18252,0.4667,NULL,NULL,NULL,NULL,0.6167,0.0513,7307,81.12267935,0.898550725,NULL,0.937508333,23000,PrivacySuppressed
Hair Academy of Safford,Safford,AZ,1,3,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,64,0.5469,0.0313,0.3438,0.0313,0.0313,0,0,0,0.0156,0,NULL,4536,0.587,NULL,0.7447,NULL,NULL,0.1957,0.25,PrivacySuppressed,PrivacySuppressed,0.425925926,NULL,0.897392308,12600,PrivacySuppressed
Scottsdale Community College,Scottsdale,AZ,2,1,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,7687,0.607,0.0485,0.1578,0.0265,0.0489,0.0036,0.0222,0.0125,0.0729,0.6065,9264,NULL,0.2196,NULL,0.5763,NULL,0.3802,0.171,0.3648,PrivacySuppressed,PrivacySuppressed,0.629174853,NULL,0.220078142,35700,0.592692852
South Mountain Community College,Phoenix,AZ,2,1,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,3980,0.1279,0.2015,0.4462,0.0259,0.0606,0.0013,0.0148,0.0035,0.1183,0.6518,7948,NULL,0.5049,NULL,0.5943,NULL,0.2768,0.2666,0.4186,PrivacySuppressed,PrivacySuppressed,0.413793103,NULL,0.201130321,27100,0.466666669
Arizona Christian University,Phoenix,AZ,3,2,11,510,528,NULL,23,22,22,NULL,1045,0,491,0.5906,0.0509,0.1426,0.0143,0.0081,0.002,0.0346,0.0244,0.1324,0.0794,NULL,22493,0.328,0.6809,NULL,0,NULL,0.5183,0.1055,22625,251.1838813,0.748917749,0.491083929,NULL,31000,0.521739125
Tucson College,Tucson,AZ,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,284,0.331,0.0493,0.4965,0.0211,0.0493,0.0317,0,0,0.0211,0,NULL,18630,0.5714,NULL,0.748,NULL,NULL,0.473,0.5317,9500,105.469475,0.295505618,NULL,0.779307666,24100,0.356299222
Universal Technical Institute of Arizona Inc,Avondale,AZ,2,3,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2337,0.5019,0.0282,0.2383,0.0227,0.0526,0.0398,0.083,0.0004,0.0329,0,NULL,21445,0.4808,NULL,0.7066,NULL,NULL,0.6294,0.3196,18363,203.8669442,0.632117031,NULL,0.685994203,43400,0.677919328
Western International University,Tempe,AZ,3,3,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1369,0.4894,0.1534,0.1512,0.0044,0.0205,0.0051,0.0431,0.0131,0.1198,0,NULL,20176,0.3861,0.1786,NULL,NULL,NULL,0.3922,0.9272,33718.5,374.3444729,0.692321623,0.13582948,NULL,52600,0.571994126
Empire Beauty School-NW Phoenix,Glendale,AZ,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,172,0.2791,0.2151,0.3895,0.0116,0.0465,0.0116,0,0.0058,0.0407,0.2442,NULL,12996,0.8056,NULL,0.6579,NULL,0.6522,0.7555,0.4244,9083,100.8399202,0.454248366,NULL,0.346169231,19200,0.275641024
Yavapai College,Prescott,AZ,1,1,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,6072,0.656,0.011,0.1178,0.0105,0.0305,0.0021,0.0133,0.0018,0.1569,0.6374,8254,NULL,0.3145,NULL,0.6258,NULL,0.3492,0.1244,0.5393,10926,121.3009983,0.528830313,NULL,0.215899338,28200,0.4427481
University of Arkansas at Little Rock,Little Rock,AR,3,1,12,420,445,NULL,24,23,23,NULL,1077,0,8504,0.5514,0.2656,0.0623,0.023,0.0033,0.0004,0.0642,0.0293,0.0005,0.3813,10087,NULL,0.4027,0.6973,NULL,0.4667,NULL,0.4818,0.4062,23000,255.34715,0.657655611,0.226839293,NULL,34800,0.57188499
University of Arkansas for Medical Sciences,Little Rock,AR,3,1,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,755,0.7589,0.1325,0.0397,0.0305,0.004,0,0.0278,0.004,0.0026,0.2543,NULL,NULL,0.363,NULL,NULL,NULL,NULL,0.6322,0.5133,12820,142.328281,0.930825243,NULL,NULL,62400,0.907790124
ABC Beauty College Inc,Arkadelphia,AR,1,3,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,32,0.625,0.3438,0,0,0,0,0.0313,0,0,0.1563,NULL,4923,0.9605,NULL,0.5455,NULL,NULL,0.9474,0.4688,16500,183.183825,0.236842105,NULL,0.608717391,PrivacySuppressed,PrivacySuppressed
Arkansas Baptist College,Little Rock,AR,3,2,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1022,0.0656,0.9247,0.0049,0,0.002,0,0,0.0029,0,0.1566,NULL,17087,0.7107,0.3945,NULL,0.125,NULL,0.817,0.2833,38125,423.2656563,0.119341564,0.149645885,NULL,21100,0.300000012
Arkansas Beauty School,Little Rock,AR,1,3,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,37,0.0541,0.9459,0,0,0,0,0,0,0,0.2703,NULL,10167,1,NULL,0.5714,NULL,NULL,1,0.7027,10500,116.571525,0.179104478,NULL,0.602958824,PrivacySuppressed,PrivacySuppressed
Arkansas Beauty College,Russellville,AR,1,3,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,46,0.913,0.0217,0.0435,0,0,0,0.0217,0,0,0.0435,NULL,9691,0.9231,NULL,0.6667,NULL,NULL,0.9231,0.3261,6333,70.30928265,0.5,NULL,0.674712048,NULL,PrivacySuppressed
Lyon College,Batesville,AR,3,2,33,535,575,530,25,23,23,NULL,1142,0,570,0.7737,0.0421,0.0509,0.0123,0.0193,0,0,0.0298,0.0719,0.0158,NULL,12350,0.4617,0.6981,NULL,NULL,NULL,0.6867,0.0524,25000,277.55125,0.798283262,0.490784871,NULL,37200,0.552325606
Arkansas College of Barbering and Hair Design,North Little Rock,AR,1,3,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,134,0.0522,0.9478,0,0,0,0,0,0,0,0.0522,NULL,16144,0.6629,NULL,0.75,NULL,NULL,0.6798,0.4851,12619.5,140.10232,0.337748344,NULL,0.694928814,16900,0.196078435
Arkansas College of Barbering and Hair Design,Little Rock,AR,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12619.5,140.10232,0.337748344,NULL,NULL,16900,0.196078435
Arthur's Beauty College Inc-Fort Smith,Fort Smith,AR,1,3,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,50,0.54,0.16,0.08,0.08,0.08,0,0.06,0,0,0,NULL,8717,0.7746,NULL,0.8,NULL,NULL,0.6056,0.58,7400,82.15517,0.595238095,NULL,0.62162973,15000,0.171875
